"140","2015-02-02 14:19:00",23.7,26.272,585.2,749.2,0.00476416302416414,1
"141","2015-02-02 14:19:59",23.718,26.29,578.4,760.4,0.00477266099212519,1
"142","2015-02-02 14:21:00",23.73,26.23,572.666666666667,769.666666666667,0.00476515255246541,1
"143","2015-02-02 14:22:00",23.7225,26.125,493.75,774.75,0.00474377335599685,1
"144","2015-02-02 14:23:00",23.754,26.2,488.6,779,0.00476659399998615,1
"145","2015-02-02 14:23:59",23.76,26.26,568.666666666667,790,0.00477933243163454,1
"146","2015-02-02 14:25:00",23.73,26.29,536.333333333333,798,0.00477613633274892,1
"147","2015-02-02 14:25:59",23.754,26.29,509,797,0.00478309370839038,1
"148","2015-02-02 14:26:59",23.754,26.35,476,803.2,0.00479409399662041,1
"149","2015-02-02 14:28:00",23.736,26.39,510,809,0.00479618871038935,1
"1",2015-02-11 14:48:00,21.76,31.1333333333333,437.333333333333,1029.66666666667,0.00502101089021385,1
"2",2015-02-11 14:49:00,21.79,31,437.333333333333,1000,0.00500858127480172,1
"3",2015-02-11 14:50:00,21.7675,31.1225,434,1003.75,0.0050215691326541,1
"4",2015-02-11 14:51:00,21.7675,31.1225,439,1009.5,0.0050215691326541,1
"5",2015-02-11 14:51:59,21.79,31.1333333333333,437.333333333333,1005.66666666667,0.00503029777867882,1
"6",2015-02-11 14:53:00,21.76,31.26,437.333333333333,1014.33333333333,0.00504160456530272,1
"7",2015-02-11 14:54:00,21.79,31.1975,434,1018.5,0.00504074938235223,1
"8",2015-02-11 14:55:00,21.79,31.3933333333333,437.333333333333,1018.66666666667,0.00507264928829298,1
"9",2015-02-11 14:55:59,21.79,31.3175,434,1022,0.00506029617368585,1
"10",2015-02-11 14:57:00,21.79,31.4633333333333,437.333333333333,1027.33333333333,0.00508405259531726,1
"337","2015-02-02 17:36:00",22.6,25.2,423.666666666667,853,0.0042723699287058,0
"338","2015-02-02 17:37:00",22.54,25.16,424.6,852,0.0042499210749079,0
"339","2015-02-02 17:38:00",22.54,25.16,427.4,853.6,0.0042499210749079,0
"340","2015-02-02 17:38:59",22.54,25.14,421.8,845.6,0.0042465196948245,0
"341","2015-02-02 17:39:59",22.525,25.1,426,834.25,0.00423582915169482,0
"342","2015-02-02 17:41:00",22.5,25.04,421.8,826.4,0.00421917771792251,0
"343","2015-02-02 17:42:00",22.5,25,419,819.6,0.00421239217255268,0
"344","2015-02-02 17:43:00",22.5,25,419,829.6,0.00421239217255268,0
"345","2015-02-02 17:44:00",22.5,25,419,824,0.00421239217255268,0
"346","2015-02-02 17:44:59",22.5,24.912,419,814.2,0.0041974644903524,0
"347","2015-02-02 17:45:59",22.5,24.89,419,813.5,0.0041937326810038,0
"348","2015-02-02 17:47:00",22.5,24.89,419,813.8,0.0041937326810038,0
"349","2015-02-02 17:48:00",22.5,24.89,419,811,0.0041937326810038,0
"350","2015-02-02 17:49:00",22.478,24.87,419,804.6,0.00418470411108146,0
"351","2015-02-02 17:50:00",22.456,24.83,419,807.8,0.00417230818064312,0
"352","2015-02-02 17:51:00",22.5,24.8566666666667,419,802.333333333333,0.00418807850916583,0
"353","2015-02-02 17:51:59",22.4175,24.7475,419,796.75,0.00414856636550583,0
"354","2015-02-02 17:53:00",22.456,24.81,419,794.4,0.00416892495641864,0
"355","2015-02-02 17:54:00",22.39,24.7,419,790.6,0.00413358648459168,0
"356","2015-02-02 17:55:00",22.4175,24.7225,419,789.75,0.0041443475474366,0
"357","2015-02-02 17:55:59",22.39,24.7,419,782.2,0.00413358648459168,0
